Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
3518par23_S120_L002_R1_001_fastq_gz	89.75332871662589	53.0	140.58719982581505	27.27272727272727	330683.0
3518par23_S120_L002_R2_001_fastq_gz	87.13027279902505	53.0	140.82191706256444	27.27272727272727	330683.0
3518par23_S120_L003_R1_001_fastq_gz	90.01265826275686	53.0	140.63344263380114	27.27272727272727	362609.0
3518par23_S120_L003_R2_001_fastq_gz	87.76230043931618	53.0	140.80024764967223	27.27272727272727	362609.0
3518par23_S120_L004_R1_001_fastq_gz	89.8516682532338	53.0	140.4110348445508	27.27272727272727	339307.0
3518par23_S120_L004_R2_001_fastq_gz	87.0910414462419	53.0	140.63332910903694	27.27272727272727	339307.0
3519par23_S119_L001_R1_001_fastq_gz	91.0428151049113	51.0	139.9806048913968	27.27272727272727	552562.0
3519par23_S119_L001_R2_001_fastq_gz	88.36727824207962	51.0	140.21620198276392	27.27272727272727	552562.0
3519par23_S119_L002_R1_001_fastq_gz	90.95169533817852	51.0	140.09445824322697	27.27272727272727	522993.0
3519par23_S119_L002_R2_001_fastq_gz	88.087603466968	51.0	140.35187851462638	27.27272727272727	522993.0
3519par23_S119_L003_R1_001_fastq_gz	91.10069602322409	51.0	140.0059756566752	27.27272727272727	571820.0
3519par23_S119_L003_R2_001_fastq_gz	88.70658598859781	51.0	140.21055402049595	27.27272727272727	571820.0
3519par23_S119_L004_R1_001_fastq_gz	91.06050869399198	51.0	140.00099466346288	27.27272727272727	536865.0
3519par23_S119_L004_R2_001_fastq_gz	88.24359941512299	51.0	140.26206401981875	27.27272727272727	536865.0
3520par23_S121_L001_R1_001_fastq_gz	89.80713432326336	51.0	140.25204691195475	36.36363636363637	410130.0
3520par23_S121_L001_R2_001_fastq_gz	87.42813254333991	50.0	140.46859288518274	36.36363636363637	410130.0
3520par23_S121_L002_R1_001_fastq_gz	89.72681430650863	51.0	140.41667446454565	36.36363636363637	384720.0
3520par23_S121_L002_R2_001_fastq_gz	87.18938448741942	50.0	140.65576003327095	36.36363636363637	384720.0
3520par23_S121_L003_R1_001_fastq_gz	89.91855446537681	51.0	140.41896063348096	36.36363636363637	424701.0
3520par23_S121_L003_R2_001_fastq_gz	87.797768312295	50.0	140.60243324126856	36.36363636363637	424701.0
3520par23_S121_L004_R1_001_fastq_gz	89.78776941846279	51.0	140.25934068727125	36.36363636363637	393440.0
3520par23_S121_L004_R2_001_fastq_gz	87.29742781618545	50.0	140.49024247661652	36.36363636363637	393440.0
3521par23_S122_L001_R1_001_fastq_gz	88.06644215959395	54.0	138.28823053370775	27.27272727272727	268143.0
3521par23_S122_L001_R2_001_fastq_gz	85.98359830389009	54.0	138.54797626639518	27.27272727272727	268143.0
3521par23_S122_L002_R1_001_fastq_gz	87.89060948188875	54.0	138.3768641596682	27.27272727272727	251722.0
3521par23_S122_L002_R2_001_fastq_gz	85.66752210772201	54.0	138.6657264760331	27.27272727272727	251722.0
3521par23_S122_L003_R1_001_fastq_gz	88.19846498724421	54.0	138.38823300817162	27.27272727272727	277913.0
3521par23_S122_L003_R2_001_fastq_gz	86.36875568973024	54.0	138.6032679291721	27.27272727272727	277913.0
3521par23_S122_L004_R1_001_fastq_gz	87.9472016079159	54.0	138.18182204700062	27.27272727272727	258720.0
3521par23_S122_L004_R2_001_fastq_gz	85.74288806431663	54.0	138.4746946505875	27.27272727272727	258720.0
3522par23_S123_L001_R1_001_fastq_gz	54.499720514253774	53.0	131.05422023476802	36.36363636363637	1789.0
3522par23_S123_L001_R2_001_fastq_gz	56.00894354387926	53.0	131.78144214645053	27.27272727272727	1789.0
3522par23_S123_L002_R1_001_fastq_gz	57.17884130982368	54.0	132.83564231738035	36.36363636363637	1588.0
3522par23_S123_L002_R2_001_fastq_gz	54.785894206549116	54.0	133.44521410579344	27.27272727272727	1588.0
3522par23_S123_L003_R1_001_fastq_gz	56.15901455767077	53.0	131.83146696528556	36.36363636363637	1786.0
3522par23_S123_L003_R2_001_fastq_gz	55.879059350503915	53.0	132.38633818589025	36.36363636363637	1786.0
3522par23_S123_L004_R1_001_fastq_gz	53.84615384615385	53.0	132.0727489564699	36.36363636363637	1677.0
3522par23_S123_L004_R2_001_fastq_gz	52.355396541443056	53.0	132.4758497316637	36.36363636363637	1677.0
3523par23_S124_L001_R1_001_fastq_gz	88.38758693238267	54.0	142.82160598445444	36.36363636363637	102666.0
